Parti,Cumle,PozSkor,NegSkor,algoritma_kod
AKP,Dijital ortama aktarılan hizmetlerin kalitesi- nin geliştirilmesi ve vatandaş odaklı yaklaşımımızla iş süreçlerini sürekli  iyileştireceğiz.,0,0,nötr
AKP,"Gele- ceğin güçlü Türkiye’sini üretimden güç alan ve yeni teknolojilere öncülük  edecek bir konuma ulaştırmak için Cumhurbaşkanlığı Hükümet Siste- mi’nin inisiyatif alan, geleceği inşa eden kamu yönetimi anlayışını güçlen- dirmemiz gerekiyor.",2,0,pozitif
AKP,"Gelişen medya teknolojilerinin  bir sonucu olarak bilginin üretimi ve yayılması geçtiğimiz yıllara göre çok  hızlanmış ve bilgi, adeta bir silah olarak kullanılmaya başlanmıştır.",0,0,nötr
AKP,"Türkiye İletişim Modeli’nin unsurları olarak kamu diplomasisi, halkla iliş- kiler, medya ilişkileri, stratejik iletişim, kriz yönetimi ve dezenformasyonla  mücadele alanlarında, devletimizin mevcut kapasitesini bütün teknolojik  imkânlar ile destekliyoruz.",0,1,negatif
AKP,"Küresel bir iletişim sorunu olarak  dezenformasyon ve manipülasyon, asimetrik savaş, dijital psikolojik harp,  ikna endüstrisi, rıza mühendisliği, kara propaganda, algı operasyonları  devletleri en fazla zorlayan konulardır.",0,0,nötr
AKP,"CİMER, Türkiye Yüzyılı’nda dijitalleşme başta olmak üzere gelişen ve  değişen koşullar çerçevesinde etkinliğini daha da artırmaya devam ede- cek ve kurumlar arası koordinasyona ilişkin yüklendiği misyonlarla birlikte  hizmet kapasitesini artıracaktır.",0,0,nötr
AKP,"Bilişim ve teknoloji şirket- lerinin iletişim platformları üzerinden vatandaşlarımızın dijital ayak izlerini  takip etmesine, veri mahremiyetini ihlal etmesine ve siyasal katılma dav- ranışını manipüle etmesine asla müsaade etmeyeceğiz.",0,1,negatif
AKP,"Bu esaslar; Barışın Yüzyılı, Dijitalin Yüzyılı, İstikbalin  Yüzyılı, Kalkınmanın Yüzyılı, Gücün Yüzyılı, Sürdürülebilirliğin Yüzyılı,  Haklının Yüzyılı, Huzurun Yüzyılı, İletişimin Yüzyılı, Başarının Yüzyılı,  Bilimin Yüzyılı, Değerlerin Yüzyılı, Gençliğin Yüzyılı, İstikrarın Yüzyılı,  Şefkatin Yüzyılı, Üretimin Yüzyılı, Verimliliğin Yüzyılı’dır.",0,0,nötr
AKP,Atatürk’ün “Benim manevi mirasım ilim ve akıldır.” sözünü benimseye- rek ülkemizde teknolojinin ilerleyişini ve teknolojinin insanları ne şekilde  etkilediğini doğru şekilde okuduğumuz bilimsel bir devrim yaşıyoruz.,1,0,pozitif
AKP,"Bilimsel kul- varda insanlığın yaşam kalitesini artıracak kamu ve özel sektördeki ino- vatif yatırımlar, teknoloji tabanlı büyümedeki gücümüzün hızı olacaktır.",0,0,nötr
AKP,"Bakanlıklarımızın sunduğu her  hizmetin, yaş, bölge, şehir, cinsiyet fark etmeksizin tüm vatandaşlarımıza  eşit ve adil bir şekilde ulaştırılmasını sağlayacak dijital dönüşümü gerçek- leştiriyoruz.",0,0,nötr
AKP,"Yalnızca vatanın dört bir tarafında değil, yurt dışında yaşayan  vatandaşlarımızın da dijital dönüşüm ile en zor zamanlarında dahi yanı  başlarındayız.",0,0,nötr
AKP,"Cumhurbaşkanlığı yönetim sisteminde,  tüm devlet kurumlarının ahenkli çalışması ve özel sektörün bu istikrarlı  yapıya üretim artışı ile destek vermesi sağlık, sanayi, eğitim ve teknoloji  gibi birçok alanda Türkiye Yüzyılı’nın temelini atmıştır.",2,0,pozitif
AKP,"478  479 Türkiye Yüzyılı’nda iletişim; güvenlik ve uluslararası ilişki stratejilerinin,  doğru bilginin, bilgiye ulaşılabilirliğin ve enformasyon teknolojilerindeki  inovasyonun rotasını çizecektir.",0,0,nötr
AKP,"Son yıllarda gücü giderek artan yerli ve  milli iletişim teknolojilerimiz bugün, bakanlıklarımızın görev ve sorumluluk  alanlarında elde ettikleri başarının anahtarıdır.",2,0,pozitif
AKP,"Türkiye Yüzyılı, iletişim be- cerileri ve teknolojileri ile kazanan Türkiye’nin çağı olacaktır.",0,0,nötr
AKP,"Yerli ve milli üretimin uluslararası reka- bet gücünü artıracak, milli geliri atağa kaldıracak yüksek katma değerli  ve ileri teknoloji ürünlerinin üretimi, Türkiye Yüzyılı’nın öncelikli devlet po- litikalarından biri olacaktır.",3,0,pozitif
CHP_IYI_Ortak,"BİLİM, AR-GE, YENİLİKÇİLİK, GİRİŞİMCİLİK ve DİJİTAL DÖNÜŞÜM ..........................................95 Bilim Politikası ....................................................................................................................................................97 Tersine Beyin Göçü .............................................................................................................................................99 AR-GE ve Yenilikçilik ........................................................................................................................................100 Girişimcilik .........................................................................................................................................................102 Dijital Dönüşüm ................................................................................................................................................104 VI.",0,0,nötr
CHP_IYI_Ortak,"SEKTÖREL POLİTİKALAR ..........................................................................................................111 Tarım ......................................................................................................................................................................113 Sanayi ve Teknoloji .........................................................................................................................................122 Savunma Sanayii .............................................................................................................................................125 Enerji ....................................................................................................................................................................128 Madencilik ..........................................................................................................................................................132 Ulaştırma ............................................................................................................................................................134 Lojistik ve Gümrükler ......................................................................................................................................139 Dış Ticaret Politikası .......................................................................................................................................140 İç Ticaret ve Rekabet Politikası .....................................................................................................................142 Küçük ve Orta Boy İşletmeler ......................................................................................................................144 Esnaf ve Sanatkârlar ......................................................................................................................................146 Yeni Nesil Hizmet Sektörleri .......................................................................................................................148 Turizm ..................................................................................................................................................................149 Kültür ....................................................................................................................................................................153 İklim Değişikliği, Doğa Hakları ve Çevre ..................................................................................................159 Hayvan Hakları ...................................................................................................................................................163 Ormanlar ............................................................................................................................................................164 Su Yönetimi .......................................................................................................................................................166 Kentleşme ...........................................................................................................................................................168  İÇİNDEKİLER 9 Afet Yönetimi ....................................................................................................................................................172 Bölgesel, Kentsel ve Kırsal Kalkınma .........................................................................................................175 VII.",2,0,pozitif
CHP_IYI_Ortak,"Ortak Politikalar Metnimizde yer alan somut adımlarla,  Cumhuriyetimizin ikinci yüzyılında güç­ lü, özgürlükçü, demokratik, adil bir sistem inşa etmeyi; kamu yönetimini liyakat, hukuka uygun­ luk ve şeffaflık ilkelerine göre vatandaş odaklı bir biçimde yapılandırmayı; yeşil dönüşümü ve  dijital devrimi merkezine alan yeni bir sürdürülebilir, kapsayıcı kalkınma stratejisiyle Türkiye’yi  ‘’Orta Gelir Tuzağı’ndan kurtarıp ‘’Yüksek Gelirli Ülkeler” arasında sağlam ve kalıcı bir konuma  getirmeyi; cinsiyet, etnik köken, din, dil, yerleşim yeri, sağlık durumu, sosyo-ekonomik koşulları  ayırt etmeden, fırsat eşitliğini garanti altına alan kapsayıcı bir eğitim sistemi kurmayı; gele­ cek nesillerin “ekosistem hakkı”nı anayasal güvence altına almayı; aşırı yoksulluğu sıfırlamayı,  hiçbir vatandaşımızı geride bırakmamayı ve ülkemizi güvenilir, güçlü ve etkili bir uluslararası  oyuncu konumuna getirmeyi taahhüt ediyoruz.",4,0,pozitif
CHP_IYI_Ortak,"Ortak Politikalar Mutabakat Metnimiz, (1) hukuk, adalet yargı, (2) kamu yönetimi, (3) yolsuzluk­ la mücadele, şeffaflık ve denetim, (4) ekonomi, finans ve istihdam, (5) bilim, Ar-Ge, yenilikçilik,  girişimcilik ve dijital dönüşüm, (6) sektörel politikalar, (7) eğitim ve öğretim, (8) sosyal politika­ lar ve (9) dış politika, savunma, güvenlik ve göç olmak üzere 9 ana başlık altındaki 75 alt başlık­ ta 2300’den fazla somut hedef, politika ve projeleri ortaya koymaktadır.",1,0,pozitif
CHP_IYI_Ortak,•  Bakanlıkları yeşil ve dijital dönüşüm ve kapsayıcılık hedefimiz doğrultusunda yeniden yapı­ landıracağız.,0,0,nötr
CHP_IYI_Ortak,"•  Beş yılın sonunda yıllık ihracatı 600 milyar dolar seviyesine, ihracatın kilogram değerini 2  doların üzerine, yüksek teknoloji ürünleri ihracatının payını ise iki katına çıkartacağız.",0,0,nötr
CHP_IYI_Ortak,"•  Gençlerin istihdamına yönelik kısa eğitim programları, stajlar, sertifikalar, uzaktan eğitim­ ler, dijital eğitim mecraları ve ücretsiz dijital geliştirme atölyeleri gibi programlar geliştire­ cek ve destekleyeceğiz.",0,0,nötr
CHP_IYI_Ortak,•  OSB’ler bünyesinde ilgili paydaşların yönetiminde bulunduğu Teknoloji Liseleri kuracağız.,0,0,nötr
CHP_IYI_Ortak,"ORTAK POLİTİKALAR MUTABAKAT METNİ 20 BİLİM, AR-GE, YENİLİKÇİLİK, GİRİŞİMCİLİK VE DİJİTAL DÖNÜŞÜM •  Bilim politikamızı, insan, özgürlük, demokratik eğitim, bilimsel düşünme, girişimcilik ve tek­ noloji üretimi odaklı bir anlayışla yürüteceğiz.",0,0,nötr
CHP_IYI_Ortak,•  Bilim ve Teknoloji Yüksek Kurulunu tekrar çalışır hale getireceğiz.,0,0,nötr
CHP_IYI_Ortak,•  Yurtdışındaki yetenekli yapay zekâ araştırmacılarını ülkeye çekmek ve ülkede kalmalarını  sağlamak için burs ve araştırma imkanları sağlayacağız.,0,0,nötr
CHP_IYI_Ortak,"•  Kendine yeterliliğimizin merkezine yenilikçi, yeşil ve dijital dönüşümü benimsemiş girişim­ cilerimizi yerleştireceğiz.",0,0,nötr
CHP_IYI_Ortak,"•  İnternete erişimi temel bir insan hakkı olarak tanımlayacak, vatandaşlarımızın her yerde,  güvenli, hızlı, ucuz ve sansürsüz internete erişimini sağlayacağız •  İnternet erişiminin üzerindeki vergileri, Dijital Hizmet Vergisi’ni ve BTK kesintilerini indire­ ceğiz.",1,0,pozitif
CHP_IYI_Ortak,"ÖZET 23 Sanayi ve Teknoloji, Savunma Sanayi •  Sanayi sektörünü üretime ve verimliliğe dayalı ekonominin önemli bir unsuru haline getire­ cek, imalat sanayinin milli gelir içerisindeki payını artıracağız.",1,0,pozitif
CHP_IYI_Ortak,"•  İmalat sanayi ihracatında yüksek teknolojili ürünlerin payını yüzde 10’lara, orta-yüksek tek­ noloji yoğunluğunu yüzde 40’lara taşıyacağız.",0,0,nötr
CHP_IYI_Ortak,"•  Yetenek yönetimi, bağlantılılık, çevre dostu üretim, inovasyon ve dijitalleşme eksenlerinde  geliştirilmiş, modern altyapıya sahip, sosyal alanlar içeren ülke çapında sanayi, teknoloji ve  siber güvenlik vadileri kuracağız.",1,0,pozitif
CHP_IYI_Ortak,"•  Teşvik ve destekleri; üretim zincirinin bütünselliği, ölçek ekonomisi, verimlilik, dijital ve yeşil  dönüşüm, küresel rekabet ortamı,  net katma değer, sıçrama ve büyüme potansiyeli, ka­ yıtlılığa özen gösterme, finansman, kurumsal kapasite, bölgeler arası gelişmişlik farklarını  azaltma ve sürdürülebilirlik unsurlarını dikkate alan bütüncül bir yaklaşımla sunacağız.",2,0,pozitif
CHP_IYI_Ortak,"•  Savunma sanayimizi çok daha ileri bir noktaya taşıyarak, ülkemizin savunma alanındaki  dışa bağımlılığını azaltacak, ileri endüstriyel teknolojilerin gelişimine öncülük yapacak bir  ekosistem oluşturacak, silahlı kuvvetlerimizin gücünü ve caydırıcılığını artıracak ve yüksek  katma değerli ihracatı geliştireceğiz.",1,0,pozitif
CHP_IYI_Ortak,ÖZET 25 •  Yeni nesil nükleer teknolojilere dayalı Nükleer Araştırma ve Eğitim Merkezi kurarak ‘Türkiye  Nükleer Ekosistemi’ geliştireceğiz.,1,0,pozitif
CHP_IYI_Ortak,"Ulaştırma ve Lojistik •  Ulaştırma sektörünü ülkemizi uluslararası ticarette cazip bir üretim ve lojistik üssü haline  getirecek, emniyetli ve teknolojik yeniliklere sahip, kalkınmaya ivme kazandıracak bir yapı­ ya kavuşturacağız.",1,0,pozitif
CHP_IYI_Ortak,"•  Büyük veri ve akıllı ulaşım teknolojileri kullanarak, Türkiye’yi hızla Lojistik 4.0 Dönüşümüne  hazırlayacak ve ülkemizi Küresel ve Bölgesel Lojistik Üssüne çevireceğiz.",0,0,nötr
CHP_IYI_Ortak,•  Gümrük ve taşımacılık süreçlerini hızlandırmak üzere uçtan uca dijital ve geniş ölçüde oto­ matik hale getirilmiş blokzincir temelli Dijital Gümrük kuracağız.,0,0,nötr
CHP_IYI_Ortak,"•  Yatırım Destek Ajansını yeniden yapılandıracak, ajansın dijital araçlarla danışmanlık hizmeti  sunmasını sağlayacağız.",2,0,pozitif
CHP_IYI_Ortak,"ÖZET 29 •  “Akıllı Turizm”, “Akıllı Destinasyon”, “Akıllı Şehir”, “Akıllı Oteller” gibi uygulamalarla turizmde  dijital dönüşüme destek vereceğiz.",1,0,pozitif
CHP_IYI_Ortak,"ÖZET 33 •  İlköğretimde evrensel etik, insan hakları, adalet, sağlık, çevre ve hayvan hakları, kültür, sa­ nat, bilim, spor konusunda farkındalığın artırılmasını sağlayacak, müfredatı teknoloji ve ino­ vasyona dönük farkındalığı artıracak şekilde güncelleyecek, oyunlaştırma gibi tekniklerle  öğrencilerimize programlama ve girişimcilik felsefesi kazandıracağız.",0,0,nötr
CHP_IYI_Ortak,•  Dijital içerik ve ortamlar kullanılarak öğrencilerin en az bir yabancı dil öğrenmesini ve yazı­ lım ile kodlama becerisi kazanmasını sağlayacağız.,0,0,nötr
CHP_IYI_Ortak,•  Refik Saydam Hıfzıssıhha Enstitüsü’nün “Hıfzıssıhha-Türkiye Aşı ve Biyoteknolojik Ürün  Araştırma ve Üretim Merkezi” olarak açılması çalışmalarını hızla sonuçlandıracağız.,1,0,pozitif
CHP_IYI_Ortak,"Milli Savunma, İç Güvenlik, Terörle Mücadele ve Siber Güvenlik •  Ordumuzu kendisine verilen görevleri yerine getirebilecek ileri teknoloji ürünü sistemlerle  donatacak; istihbarat, keşif, vuruş gücü ve diğer operasyonel yeteneklerini güçlendireceğiz.",2,0,pozitif
CHP_IYI_Ortak,"Ortak Politikalar Mutabakat Metnimizle Cumhuriyetimizin ikinci yüz yılında Türkiye’yi; •  Özgürlükçü, çoğulcu ve katılımcı demokrasiye, •  Ehliyet ve liyakate dayalı, vatandaş odaklı, yolsuzluklardan tümüyle arınmış şeffaf ve hesap  verebilir bir kamu yönetimine, •  Üretken, uluslararası rekabet gücüne sahip, hiç kimseyi geride bırakmayan dayanıklı, istik­ rarlı ve kapsayıcı bir ekonomiye, •  Cazibe merkezi haline getirecek bir bilim ve teknoloji seviyesine, •  Fikri, irfanı ve vicdanı hür nesiller yetiştiren eğitim sistemine,  •  Bölgesinde ve dünyada saygın, güvenilir, güçlü ve etkili bir ülke konumuna kavuşturacağız.",0,0,nötr
CHP_IYI_Ortak,"•  Kamuda izin, lisans ve benzeri başvuruların durumunun ve tahmini tamamlanma süresinin  dijital platformlar üzerinden takip edilmesini sağlayacağız.",0,0,nötr
CHP_IYI_Ortak,•  MASAK’ın zamanında ve yeterli düzeyde dijital verilere ulaşmasının önündeki idari engelleri  ve birimler arası bilgi akışını engelleyen düzenlemeleri kaldıracağız.,0,0,nötr
CHP_IYI_Ortak,ORTAK POLİTİKALAR MUTABAKAT METNİ 70 •  Dijital bir platform oluşturarak bu platform üzerinden kamu verilerinin kullanıcı dostu şekil­ de izlenebilmesini sağlayacağız.,0,0,nötr
CHP_IYI_Ortak,"EKONOMİ, FİNANS ve İSTİHDAM 75 Temel Ekonomik Hedefler •  Yeşil dönüşümü ve dijital devrimi merkezine alan sürdürülebilir ve kapsayıcı bir kalkınma  stratejisiyle ve yatırım, istihdam, verimlilik ve teknoloji eksenli bir dönüşümle Türkiye’yi  ‘’Orta Gelir Tuzağı”ndan kurtarıp ‘’Yüksek Gelirli Ülkeler” arasında sağlam ve kalıcı bir ko­ numa getireceğiz.",2,0,pozitif
CHP_IYI_Ortak,"•  Beş yılın sonunda yıllık ihracatı 600 milyar dolar seviyesine, ihracatın kilogram değerini 2  doların üzerine, yüksek teknoloji ürünleri ihracatının payını ise iki katına çıkartacağız.",0,0,nötr
CHP_IYI_Ortak,•  Kripto varlıklar ve yeni gelişen dijital mecraların etkin bir şekilde vergilendirilmesini sağla­ yacağız.,1,0,pozitif
CHP_IYI_Ortak,"•  Dijital muhasebe uygulamasını yaygınlaştıracak, vergi denetim ve inceleme işlemlerinin  elektronik olarak yapılmasını sağlayacak, dijital vergi dairlerinin sayısını artıracağız.",0,0,nötr
CHP_IYI_Ortak,•  İhtisas vergi dairesi sayısı ile çalışan sayısını artırmak ve dijital sistemlerden etkin yararlan­ mak suretiyle vergi iade sürecini hızlandırarak iş dünyası üzerindeki yükü azaltacağız.,0,0,nötr
CHP_IYI_Ortak,"•  Dijital para, kripto varlıklar, Fintek’ler ve dijital ödeme sistemlerine ilişkin düzenleyici ve  denetleyici mevzuatı ve kurumları net bir biçimde tanımlayacağız.",0,0,nötr
CHP_IYI_Ortak,•  Finans sektöründe müşteri ve küçük yatırımcıları teknolojik dönüşüm sürecinin ortaya çı­ kardığı risklere karşı korumak amacıyla mevzuatı ve kurumsal yapılanmayı sürekli gözden  geçirecek ve gerekli uyarlamaları gecikmeden gerçekleştireceğiz.,0,0,nötr
CHP_IYI_Ortak,"•  Sermaye piyasalarını ve bankacılık sistemini, yeni girişimler, girişim sermayesi gibi özellikle  teknoloji alanında fikri olan ve yatırımcı çekmek isteyen girişimcilere destek veren bir alt­ yapıya kavuşturacağız.",2,0,pozitif
CHP_IYI_Ortak,"•  Türkiye Kalkınma ve Yatırım Bankasına yüksek teknoloji yatırımlarına, yeşil girişimlere, yeşil  Ar-Ge faaliyetlerine ve yenilikçi girişimlere daha fazla ve öncelikli finansman sağlama ko­ nusunda performans kriterleri getirecek ve gerekli imkanı sağlayacağız.",2,0,pozitif
CHP_IYI_Ortak,"•  Uluslararası ölçekte faaliyet gösterecek, dijital tabanlı Uluslararası Yeşil Finansman Kalkın­ ma Bankası’nın kuruluşuna öncülük edeceğiz.",0,0,nötr
CHP_IYI_Ortak,ORTAK POLİTİKALAR MUTABAKAT METNİ 88 •  Fintek’leri ve dijital ödeme sistemlerini finans endüstrisi içinde yaygınlaştıracağız.,0,0,nötr
CHP_IYI_Ortak,"•  Gerekli altyapıyı oluşturarak tüm kesimlerin güvendiği ve karşılıklı olarak kullanabildiği diji­ tal para, dijital çek ve dijital senet gibi uygulamaların yaygınlaşmasını sağlayacağız.",0,0,nötr
CHP_IYI_Ortak,"•  Her türlü mal ve hizmetin alım satımında finansal dijital platformların kullanımını yaygın­ laştıracak, kredi mekanizmalarında İş aleminden İş alemine, Tüketiciden İş alemine, Tüketi­ ciden Tüketiciye gerçekleşecek kredi mekanizmalarının önünü açacağız.",0,0,nötr
CHP_IYI_Ortak,•  Finansal teknolojilerdeki gelişme ve dönüşümün kamu idari işlemleriyle uyumunun arttırıl­ masını sağlayacağız.,0,0,nötr
CHP_IYI_Ortak,"•  Genişleyen finansal teknoloji kullanımı neticesinde artan siber saldırılara karşı, siber gü­ venlik stratejisini kamu-özel işbirliğiyle geliştireceğiz.",0,0,nötr
CHP_IYI_Ortak,•  Dijital dönüşümle hız kazanan yeni iş ve istihdam modellerine uyum sağlayacak mevzuat  değişikliklerini ve kurumsal yapıyı hayata geçireceğiz.,1,0,pozitif
CHP_IYI_Ortak,"•  Teknoloji girişimlerine kuruluş aşamasında ücretsiz internet bağlantısı ve bulut hizmetleri  gibi destekler sağlayacak, bu girişimleri sonraki aşamalarda büyüme ve nitelikli istihdam  artışına bağlı olarak vergi ve prim teşvikleriyle de destekleyeceğiz.",1,0,pozitif
CHP_IYI_Ortak,"•  İş arama, eşleştirme ve işe yerleştirmelerde blokzincir ve yapay zeka gibi teknolojilerden  yararlanacağız.",0,0,nötr
CHP_IYI_Ortak,"•  Gençlere yönelik kısa eğitim programları, stajlar, sertifikalar, uzaktan eğitimler, dijital eği­ tim mecraları ve ücretsiz dijital geliştirme atölyeleri gibi programlar geliştirecek ve destek­ leyeceğiz.",1,0,pozitif
CHP_IYI_Ortak,"•  Teknoloji geçmişi olmayan işsiz gençleri girişimciliğe, yazılım sektörüne, müşteri tecrübesi  uzmanlığı gibi meslek gruplarına yönlendirerek genç işsizliği ve eksik-istihdam sorununu  çözmek için yeni imkanlar oluşturacağız.",1,0,pozitif
CHP_IYI_Ortak,•  Kadınların bilgi teknolojileri alanında eğitimini sağlayarak bu alanlarda istihdamını teşvik  edeceğiz.,0,0,nötr
CHP_IYI_Ortak,"•  Engelli ve yaşlılar başta olmak üzere dezavantajlı tüm grupları dijital dönüşümün paydaşı  yapacak, engelli bireylerin yazılım, kodlama, siber güvenlik, e-ticaret uzmanlığı, büyük veri  yöneticiliği gibi kalifiye eleman olarak istihdamını sağlayacak projeler geliştireceğiz.",0,0,nötr
CHP_IYI_Ortak,"•  Mesleki eğitimi; İşbaşı Eğitimi (işletmeler, yetişkinler-daha az beceri gerektiren işler), Mes­ leki Temel Beceri Eğitimi (Uygulamalı Bilimler Liseleri, özel kurslar), Kurumsal Yetkinlik Eği­ timi (Tarım Liseleri, Teknoloji Liseleri, Teknoloji ve Uygulamalı Bilimler Fakülteleri) şeklinde  yapılandıracağız.",0,0,nötr
CHP_IYI_Ortak,•  Teknoloji ve girişimcilik temelli olarak şekillenen iş ve istihdam ortamına uyum kapasitesini  artırmak için mesleki profilleri genişleteceğiz.,0,0,nötr
CHP_IYI_Ortak,•  Mesleki profillemede blokzincir ve yapay zeka uygulamalarından yararlanacağız.,0,0,nötr
CHP_IYI_Ortak,"•  Teknoloji ve Bilişim Liseleri ile gençlerin yazılım, kodlama ve teknoloji alanlarında meslek  sahibi olmalarını sağlayacağız.",0,0,nötr
CHP_IYI_Ortak,"•  İş dünyası temsilcilerinin mütevelli heyetinde yer aldığı, kurulduğu bölgelerde öne çıkan  sektörlerin nitelikli işgücü ihtiyacını karşılamak üzere kısa dönemli eğitimlerin verileceği  “Teknoloji Kampüsleri” kuracağız.",0,0,nötr
CHP_IYI_Ortak,•  Mesleki eğitimi yaygınlaştırma ve etkinliğini güçlendirmede artırılmış ve sanal gerçeklik ile  oyunlaştırma gibi dijital eğitim teknolojilerinden yararlanacağız.,0,0,nötr
CHP_IYI_Ortak,"ORTAK POLİTİKALAR MUTABAKAT METNİ  V BİLİM, AR-GE,  YENİLİKÇİLİK,  GİRİŞİMCİLİK ve  DİJİTAL DÖNÜŞÜM Bilim Politikası Tersine Beyin Göçü AR-GE ve Yenilikçilik Girişimcilik Dijital Dönüşüm  ORTAK POLİTİKALAR MUTABAKAT METNİ  V.",0,0,nötr
CHP_IYI_Ortak,"BİLİM, AR-GE, YENİLİKÇİLİK, GİRİŞİMCİLİK ve DİJİTAL DÖNÜŞÜM 97 Bilim Politikası •  Türk bilim dünyasının kaybettirilen ulusal yetkinliğini ve uluslararası saygınlığını, Cumhuri­ yetimizin kuruluşundaki bilimsel atılım felsefesine uygun bir şekilde yeniden tesis edeceğiz.",1,0,pozitif
CHP_IYI_Ortak,•  Türkiye’yi bilimsel ve teknolojik bir cazibe merkezi haline getireceğiz.,0,0,nötr
CHP_IYI_Ortak,"•  TÜBA, TÜBİTAK ve yükseköğrenim kurumları başta olmak üzere mevcut kurumları siyasi  müdahaleden uzak ve özerk bir şekilde, Türkiye’nin bilimsel, teknolojik ve kalkınma öncelik­ lerini belirleyecek, bunun için gerekli stratejileri ortaya koyacak ve özel sektörün gelişimini  destekleyecek reformcu bir yaklaşımla yeniden yapılandıracağız.",1,0,pozitif
CHP_IYI_Ortak,•  Bilim ve Teknoloji Yüksek Kurulunu tekrar çalışır hale getireceğiz.,0,0,nötr
CHP_IYI_Ortak,"•  Bilim ve Teknoloji politikamızı “kültür ve sanat politikamız” ile destekleyecek, kamu spot­ larından, TV dizilerinden, okul kitaplarına kadar olan tüm uyaranlara bu doğrultuda motive  edici unsurlar konulmasını teşvik edeceğiz.",0,0,nötr
CHP_IYI_Ortak,"•  Okullarda ve üniversitelerde Bilim, Teknoloji, Mühendislik, Sanat-Tasarım ve Matematik  (STEAM) müfredat reformunu ve insan kaynağı dönüşümünü sağlayacağız.",0,0,nötr
CHP_IYI_Ortak,•  Teknoloji yönetimi doktora programlarını üniversitelerimizde yaygınlaştırarak bilim konu­ sundaki uzman sayımızı arttıracağız.,0,0,nötr
CHP_IYI_Ortak,•  Küresel firmaların ve yabancı akademisyen ve araştırmacıların Ar-Ge faaliyetlerinde bulu­ nacağı teknoloji ve inovasyon ekosistemleri yaratacağız.,0,0,nötr
CHP_IYI_Ortak,"•  Bilimin gelişmesi için destek programlarının yansıra teknoloji transferi, Ar-Ge süreçleri, ino­ vasyonun temellendirilmesi gibi birçok alanda destek programları sunacağız.",1,0,pozitif
CHP_IYI_Ortak,"•  Akademisyenlerin, gerçekleştirdikleri teknoloji üretimi ve araştırma faaliyetlerinden elde  edilen gelirlerden daha fazla pay almalarını sağlayacağız.",0,0,nötr
CHP_IYI_Ortak,"BİLİM, AR-GE, YENİLİKÇİLİK, GİRİŞİMCİLİK ve DİJİTAL DÖNÜŞÜM 99 Tersine Beyin Göçü •  Çok boyutlu bir Beyin Göçüyle Mücadele Eylem Planı hazırlayacak ve uygulayacağız.",0,0,nötr
CHP_IYI_Ortak,•  Yurtdışındaki yetenekli yapay zekâ araştırmacılarını ülkeye çekmek ve ülkede kalmalarını  sağlamak için burs ve araştırma imkanları sağlayacağız.,0,0,nötr
CHP_IYI_Ortak,Araştırma-Geliştirme ve Yenilikçilik  •  Kamunun Ar-Ge ve dijital dönüşüm yapılanmasını yalın ve etkin hale getirmek amacıyla  TÜBİTAK’ı sadece Araştırma Enstitüleri ile kritik alanlarda ileri araştırmalar yapan bir kurum  haline getireceğiz.,1,0,pozitif
CHP_IYI_Ortak,"•  Araştırma, teknoloji ve yenilikçiliği üniversitelerde, özel sektörde ve kamuda destekleyece­ ğiz.",0,0,nötr
CHP_IYI_Ortak,•  Akıllı ilaçlar ve biyomedikal teknolojiler alanındaki destek ve teşvikleri artıracağız.,1,0,pozitif
CHP_IYI_Ortak,"•  Organize Sanayi Bölgelerini, KOBİ eko-sistemimizi, üniversite ve teknokentlerimizi yeşil ve  dijital dönüşüme hazırlamak amacıyla ilgili kurum, kuruluş ve bakanlıklar bünyesinde Yeşil  Teknolojik Dönüşüm birimleri kuracağız.",0,0,nötr
CHP_IYI_Ortak,"•  Dijital ve Yeşil Dönüşüm için KOBİ Eko-Sistemimizin; zaman, mekan, enerji ve çalışma ve­ rimliliğini en üst düzeye yükseltecek “Yalın Üretim Uygulamalarını” hayata geçireceğiz.",1,0,pozitif
CHP_IYI_Ortak,"BİLİM, AR-GE, YENİLİKÇİLİK, GİRİŞİMCİLİK ve DİJİTAL DÖNÜŞÜM 101 •  Telif hakları, marka ve patent hukukunun işlemesini sağlayacağız.",0,0,nötr
CHP_IYI_Ortak,"•  Yüksek teknoloji, yazılım, siber güvenlik, yapay zekâ şirketlerinin kuracakları bölgesel mer­ kezler ile Ar-Ge ve Ür-Ge ofislerini destekleyeceğiz.",0,0,nötr
CHP_IYI_Ortak,"•  ÜR-GE Ofisi kurup da geliştirdiği Yüksek Teknoloji ürününü ülkemizde üretme taahhüdü ve­ ren şirketlere üretim tesisi yer tahsisi ve vergi, prim destekleri sağlayacağız.",1,0,pozitif
CHP_IYI_Ortak,"•  Araştırma üniversitelerinde kurulu Teknoloji Geliştirme Bölgeleri’nin belirli OSB’lerle ve ya­ zılım dışı sektörlerle eşleştirmesini sağlayarak, bu sektörlerin ortak Ar-Ge ihtiyaçları için  üniversite yerleşkelerinde araştırma altyapılarını kuracak, teknolojik sorunları birlikte çöz­ melerini sağlayacak işbirliği mekanizmalarını oluşturacağız.",0,0,nötr
CHP_IYI_Ortak,"•  Özel sektörün teknolojik sorunlarını doğrudan tespit ederek, bunları üniversiteye aktaracak  ve birlikte çözüm geliştirme stratejileri tasarlayabilecekleri yenilik arayüzleri kurulmasını  sağlayacağız.",2,0,pozitif
